district,mandal,industry_category,industry_type,unit_name,line_of_activity,investment,employement,present_status,export,type_of_connection,ie_or_not,year
Hyderabad,Secunderabad,SMALL,Pvt Ltd,ROYALE PAPER PRODUCTS,Pulp & Paper ( waste paper based without bleaching process tomanufacture Kraft paper),250000,3,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Pvt Ltd,SRI REVOOS HEAT ENGINEERS,Reprocessing of waste plastic Including PVC,320000,4,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Pvt Ltd,PRUDENT AUTOMATION PRIVATE LIMITED,Emery powder ( fine dust of sand) manufacturing,300000,4,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Proprietary,KAPILA BREEDERS AND HATCHERIES PVT LTD.,Basic chemicals and electrochemicals and its derivativesincluding manufacturing of acid,300000,4,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Proprietary,SRI DEEPTHI FOILS LTD,Oil mill ghani & extraction ( no hydrogenation / refining),250000,3,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Proprietary,SAMARTH PLASTICS,Polythene and plastic processed products manufacturing(Virgin Plastic),300000,4,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Pvt Ltd,MEERA FIBRETEK PRIVATE LIMITED,Bio fertilizer and bio-pesticides without using inorganic chemicals,250000,3,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Proprietary,A J ENGINEERING MECHANICAL WORKS,Engineering and fabrication units (dry process without any heat treatment / metal surface finishing operations / painting),350000,3,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Proprietary,krishna tiffins,Parboiled Rice Mills,200000,3,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Proprietary,DECCAN CHRONICLE HOLDINGS LIMITED,Building and Construction projects with waste water more than 100 KLD,350000,3,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Proprietary,KGN WELDING WORKS,Manufacturing of mirror from sheet glass,200000,5,Working,No,HT,NO,2021
Hyderabad,Secunderabad,MEDIUM,Proprietary,RENUKA ENTERPRISES,Engineering and fabrication units (dry process without any heat treatment / metal surface finishing operations / painting),50,12,Working,No,LT,NO,2021
Hyderabad,Secunderabad,SMALL,Pvt Ltd,SHIV SHANKER PAPER PLATES,Bailing (hydraulic press)of waste papers,300000,3,Working,No,HT,NO,2021
Hyderabad,Secunderabad,MEDIUM,Pvt Ltd,ALISTOFLEX INDUSTRIAL SOLUTIONS PRIVATE LIMITED,Dry Cell Battery (excluding manufacturing of electrodes) and assembling & Changing of acid lead battery on micro scale,600000,5,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Pvt Ltd,N S DIGITAL FLEXO,Digital printing on PVC clothes,200000,2,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Pvt Ltd,DM ENTERPRISES,"Cement products (without using asbestos / boiler / steam curing) like pipe ,pillar, jafri, well ring, block/tiles etc.(should be done in closed covered shed to control fugitive emissions)",300000,4,Working,No,HT,NO,2021
Hyderabad,Secunderabad,SMALL,Pvt Ltd,ANAND JEWELLERS,Power looms (without dye and bleaching),400000,2,Working,No,HT,NO,2021
Hyderabad,Shaikpet,SMALL,Pvt Ltd,WIIZ ENTERPRISES,Food and food processing including fruits and vegetable processing,300000,3,Working,No,HT,NO,2021
Hyderabad,Shaikpet,SMALL,Proprietary,SSGN INFOTECH LLP,Excavation of Sand from the river bed (excluding manual excavation),400000,8,Working,No,HT,NO,2021
Jagtial,Pegadapalle,SMALL,Proprietary,SLIPPERY WEN WET,"Glass ceramics, earthen potteries and fired kilns, coating on glasses usingcerium fluorides and magnesiumfluoride etc",230000,3,Working,No,HT,NO,2021
Karimnagar,Shankarapatnam,MICRO,Partnership,M/S Sri venkateshwara modern rice mill,Parboiled Rice Mills,125,17,Working,No,HT,YES,2021
Mahabubabad,Nellikudur,MICRO,Proprietary,VASANTHALAXMI POULTRY FARM,"Poultry, Hatchery and Piggery",10,8,Working,No,LT,NO,2021
Sangareddy,Jinnaram,SMALL,Partnership,BHARAT BOARDS INDUSTRIES,Ply-board manufacturing (includingVeneer and laminate) with oil firedboiler/ thermlc fluid heater(withoutresin plant),500,12,Working,No,HT,NO,2021
Warangal Rural,Damera,MICRO,Proprietary,SRI VENKATESHWARA CEMENT BRICKS,Fly ash bricks/ block manufacturing,9,4,Working,No,LT,NO,2021
Warangal Rural,Duggondi,MICRO,Proprietary,M/S. RAJU AND MOUNIKA MINI FLYASH BRICK UNIT,Fly ash bricks/ block manufacturing,5,6,Working,No,LT,NO,2021
Warangal Rural,Geesugonda,MICRO,Proprietary,MANIKANTA CHEMICAL BRICKS,Fly ash bricks/ block manufacturing,6,4,Working,No,HT,NO,2021
Warangal Rural,Geesugonda,MICRO,Proprietary,CHANDANA FLY ASH BRICKS,Fly ash bricks/ block manufacturing,6,4,Working,No,LT,NO,2021
