district,mandal,industry_category,type_of_industry,unit_name,line_of_activity,investment,employement,present_status,export,type_of_connection,ie_or_not,district_name,mandal_name,employment,presentstatus,typeofindustry,typeofconnection
Warangal  Rural,Damera,Micro,Proprietary,Sri Venkateshwara Cement Bricks,Fly Ash Bricks/ Block Manufacturing,9.0,4.0,Active,No,Lt,NO,,,0.0,,,
Warangal  Rural,Duggondi,Micro,Proprietary,M/S. Raju And Mounika Mini Flyash Brick Unit,Fly Ash Bricks/ Block Manufacturing,5.0,6.0,Active,No,Lt,NO,,,0.0,,,
Warangal  Rural,Geesugonda,Micro,Proprietary,Manikanta Chemical Bricks,Fly Ash Bricks/ Block Manufacturing,6.0,4.0,Active,No,Ht,NO,,,0.0,,,
Warangal  Rural,Geesugonda,Micro,Proprietary,Chandana Fly Ash Bricks,Fly Ash Bricks/ Block Manufacturing,6.0,4.0,Active,No,Lt,NO,,,0.0,,,
Unknown,Unknown,Small,Unknown,"M/S, Jamuna Stone Crusher",Stone Crushers,210.0,,Unknown,No,Unknown,NO,Adilabad,Utnoor,9.0,Working,Proprietary,LT
Unknown,Unknown,Small,Unknown,M/S.Jamuna Stone Crusher,Stone Crushers,210.0,,Unknown,No,Unknown,NO,Adilabad,Utnoor,9.0,Working,Proprietary,LT
Unknown,Unknown,Micro,Unknown,M/S Om Bricks,Fly Ash Bricks/ Block Manufacturing,24.54,,Unknown,No,Unknown,NO,Asifabad,Wankdi,6.0,Working,Proprietary,LT
Unknown,Unknown,Micro,Unknown,Ab Waste Management,Reprocessing Of Waste Plastic Including Pvc,70.0,,Unknown,No,Unknown,NO,Gadwal,Ieej,11.0,Working,Proprietary,HT
Unknown,Unknown,Small,Unknown,Japs Ductfab Pvt Ltd,Engineering And Fabrication Units (Dry Process Without Any Heat Treatment / Metal Surface Finishing Operations / Painting),162.0,,Unknown,No,Unknown,YES,Hanumakonda,Khaazipet,12.0,Working,Pvt Ltd,LT
Unknown,Unknown,Micro,Unknown,"""M/S Svago Interiors""","Carpentry & Wooden Furniture Manufacturing (Excluding Saw Mill) With The Help Of Electrical (Motorized) Machines Such As Electrical Wood Planner, Steel Saw Cutting Circular Blade, Etc",82.0,,Unknown,No,Unknown,NO,Hanumakonda,Khaazipet,9.0,Working,Partnership,LT
Unknown,Unknown,Small,Unknown,Fu,Engineering And Fabrication Units (Dry Process Without Any Heat Treatment / Metal Surface Finishing Operations / Painting),170.0,,Unknown,No,Unknown,YES,Hanumakonda,Khaazipet,12.0,Working,Pvt Ltd,LT
Unknown,Unknown,Small,Unknown,Fuair Conditioning India Pvt Ltd,Engineering And Fabrication Units (Dry Process Without Any Heat Treatment / Metal Surface Finishing Operations / Painting),170.0,,Unknown,No,Unknown,YES,Hanumakonda,Khaazipet,12.0,Working,Pvt Ltd,LT
Unknown,Unknown,Large,Unknown,D,Electrical And Electronic Item Assembling ( Completely Dry Process),123456.0,,Unknown,Yes,Unknown,YES,Hyderabad,Amberpet,1234.0,Working,Pvt Ltd,LT
Unknown,Unknown,Micro,Unknown,Nutriolife Food Processing,Food And Food Processing Including Fruits And Vegetable Processing,118181.0,,Unknown,Yes,Unknown,NO,Hyderabad,Hyderabad,5.0,Working,Proprietary,LT
Unknown,Unknown,Micro,Unknown,M/S. Laxmi Chandraiah Agro Industries,Parboiled Rice Mills,300.0,,Unknown,No,Unknown,NO,Jagtial,Koratla,15.0,Working,Partnership,LT
Unknown,Unknown,Micro,Unknown,Laxmi Chandraiah Agro Industries,Parboiled Rice Mills,293.0,,Unknown,No,Unknown,NO,Jagtial,Koratla,15.0,Working,Partnership,LT
Unknown,Unknown,Small,Unknown,M.S Vishwanadh Agro Industries Paraboiled Ricemill,Parboiled Rice Mills,767.0,,Unknown,No,Unknown,NO,Jangaon,Jangaon,15.0,Working,Proprietary,LT
Unknown,Unknown,Small,Unknown,M/S.Sri Sai Vaishnavi Granites Industry,"Cutting, Sizing And Polishing Of Marble Stone",200.0,,Unknown,No,Unknown,NO,Karimnagar,Gangadhara,20.0,Working,Partnership,LT
Unknown,Unknown,Small,Unknown,Sri Sai Tanvi Granites,Granite / Stone Cutting And Polishing,200.0,,Unknown,No,Unknown,NO,Karimnagar,Kothapally,10.0,Working,Partnership,LT
Unknown,Unknown,Small,Unknown,Sri Laxmi Ganapathi Granites,"Cutting, Sizing And Polishing Of Marble Stone",272.0,,Unknown,No,Unknown,NO,Karimnagar,Kothapally,15.0,Working,Partnership,HT
Unknown,Unknown,Micro,Unknown,Svg Industry,Granite / Stone Cutting And Polishing,180.0,,Unknown,No,Unknown,NO,Karimnagar,Kothapally,10.0,Working,Partnership,HT
Unknown,Unknown,Small,Unknown,Sri Poultry Farms,"Poultry, Hatchery And Piggery",200.0,,Unknown,No,Unknown,NO,Khammam,Penuballi,10.0,Other,Proprietary,HT
Unknown,Unknown,Medium,Unknown,Alp Aeroflex India Private Limited,Rubber Goods Industry (With Gas Operated Baby Boiler),4806.0,,Unknown,No,Unknown,NO,Mahbubnagar,Jadcherla,65.0,Working,Pvt Ltd,LT
Unknown,Unknown,Medium,Unknown,M/S Alp Aeroflex India Private Limited,Rubber Goods Industry (With Gas Operated Baby Boiler),7500.0,,Unknown,No,Unknown,NO,Mahbubnagar,Jadcherla,66.0,Working,Pvt Ltd,LT
Unknown,Unknown,Medium,Unknown,Alp Aeroflex India Private Limited,Rubber Goods Industry (With Gas Operated Baby Boiler),7500.0,,Unknown,Yes,Unknown,YES,Mahbubnagar,Rajapur,66.0,Working,Pvt Ltd,HT
Unknown,Unknown,Medium,Unknown,Alp Aeroflex India Pvt. Ltd.,Rubber Goods Industry (With Gas Operated Baby Boiler),7500.0,,Unknown,Yes,Unknown,YES,Mahbubnagar,Rajapur,66.0,Working,Pvt Ltd,HT
Unknown,Unknown,Small,Unknown,Bansal Polyplast Pvt Ltd,Reprocessing Of Waste Plastic Including Pvc,494.85,,Unknown,No,Unknown,YES,Medak,Kulcharam,13.0,Working,Pvt Ltd,HT
Unknown,Unknown,Small,Unknown,"M/S Bansal Polyplast Pvt Ltd.,",Reprocessing Of Waste Plastic Including Pvc,479.66,,Unknown,No,Unknown,YES,Medak,Manoharabad,13.0,Working,Pvt Ltd,HT
Unknown,Unknown,Micro,Unknown,M/S. Recaz Polyurethanes Pvt Ltd,"Lubricating Oil, Greases Or Petroleum Based Products (Only Blending At Nomad Temperature)",75.0,,Unknown,Yes,Unknown,NO,Medak,Manoharabad,6.0,Working,Pvt Ltd,LT
Unknown,Unknown,Small,Unknown,Sinduja Ploybags,Polythene And Plastic Processed Products Manufacturing(Virgin Plastic),450.0,,Unknown,No,Unknown,YES,Medchal,Qutubullapur,30.0,Working,Proprietary,HT
Unknown,Unknown,Small,Unknown,M/S Deccan Grainz Private Limited,Packing Of Powdered Mill,1236.6,,Unknown,Yes,Unknown,YES,Mulugu,Mulugu,62.0,Working,Pvt Ltd,HT
Unknown,Unknown,Micro,Unknown,Sprint Ziptech,Polythene And Plastic Processed Products Manufacturing(Virgin Plastic),80.0,,Unknown,No,Unknown,NO,Rangareddy,Kothur,12.0,Working,Proprietary,LT
Unknown,Unknown,Micro,Unknown,M/S Sainath Enterprises,Polythene And Plastic Processed Products Manufacturing(Virgin Plastic),50.0,,Unknown,No,Unknown,NO,Rangareddy,Rajendranagar,10.0,Other,Proprietary,LT
Unknown,Unknown,Large,Unknown,Astral Limited,Polythene And Plastic Processed Products Manufacturing(Virgin Plastic),128582.0,,Unknown,No,Unknown,YES,Rangareddy,Shabad,500.0,Working,Public Limited,HT
Unknown,Unknown,Micro,Unknown,Bramarambika Mallikarjuna Agro Industries,Parboiled Rice Mills,344.0,,Unknown,No,Unknown,NO,Sangareddy,Pulkal,15.0,Working,Proprietary,LT
Unknown,Unknown,Micro,Unknown,Kisan Dairy Farm,"Dairy Farm (Stand-Alone Or Isolated Dairy Farm, Having 15 Animals & Above)",20.0,,Unknown,No,Unknown,NO,Warangal,Wardhanna Pet,5.0,Working,Proprietary,LT
